Date;Time;Chamber;Treatment;sampling time;chamber volume;chamber area;Soil C T;Air C T;K T;Pressure (mb);Pressure (atm);Date analyses;N2O (ppb);CH4 (ppm);CO2 (ppm)
24/11/2013;09:00;9;1/3 palha;0;84,1;4,761904762;16;19,4;289;969;0,956403;25/11/2013;352;2.104;547.039
24/11/2013;09:00;9;1/3 palha;15;84,1;4,761904762;16;19,4;289;969;0,956403;25/11/2013;350;2.033;1.761.145
24/11/2013;09:00;9;1/3 palha;30;84,1;4,761904762;16;19,4;289;969;0,956403;25/11/2013;366;2.074;2.879.420
24/11/2013;09:00;10;1/3 palha;0;84,1;4,761904762;16;19,4;289;969;0,956403;25/11/2013;304;2.049;429.230
24/11/2013;09:00;10;1/3 palha;15;84,1;4,761904762;16;19,4;289;969;0,956403;25/11/2013;302;2.005;1.790.835
24/11/2013;09:00;10;1/3 palha;30;84,1;4,761904762;16;19,4;289;969;0,956403;25/11/2013;306;2.107;3.054.818
24/11/2013;09:00;11;2/3 palha;0;83,4;4,761904762;16;19,4;289;969;0,956403;25/11/2013;208;2.072;441.615
24/11/2013;09:00;11;2/3 palha;15;83,4;4,761904762;16;19,4;289;969;0,956403;25/11/2013;239;2.068;1.483.168
24/11/2013;09:00;11;2/3 palha;30;83,4;4,761904762;16;19,4;289;969;0,956403;25/11/2013;221;1.966;2.502.621
24/11/2013;09:00;12;2/3 palha;0;79,8;4,761904762;16;19,4;289;969;0,956403;25/11/2013;306;2.090;447.181
24/11/2013;09:00;12;2/3 palha;15;79,8;4,761904762;16;19,4;289;969;0,956403;25/11/2013;253;2.017;1.807.250
24/11/2013;09:00;12;2/3 palha;30;79,8;4,761904762;16;19,4;289;969;0,956403;25/11/2013;308;2.007;3.234.355
24/11/2013;09:00;13;2/3 palha;0;84,1;4,761904762;16;19,4;289;969;0,956403;25/11/2013;315;2.302;393.952
24/11/2013;09:00;13;2/3 palha;15;84,1;4,761904762;16;19,4;289;969;0,956403;25/11/2013;317;1.925;1.422.005
24/11/2013;09:00;13;2/3 palha;30;84,1;4,761904762;16;19,4;289;969;0,956403;25/11/2013;430;2.004;2.599.291
24/11/2013;09:00;14;2/3 palha;0;91,8;4,761904762;16;19,4;289;969;0,956403;25/11/2013;288;2.103;476.976
24/11/2013;09:00;14;2/3 palha;15;91,8;4,761904762;16;19,4;289;969;0,956403;25/11/2013;271;2.007;1.570.943
24/11/2013;09:00;14;2/3 palha;30;91,8;4,761904762;16;19,4;289;969;0,956403;25/11/2013;391;1.968;2.645.266
24/11/2013;09:00;15;2/3 palha;0;84,1;4,761904762;16;19,4;289;969;0,956403;25/11/2013;314;2.016;476.289
24/11/2013;09:00;15;2/3 palha;15;84,1;4,761904762;16;19,4;289;969;0,956403;25/11/2013;352;2.015;1.483.471
24/11/2013;09:00;15;2/3 palha;30;84,1;4,761904762;16;19,4;289;969;0,956403;25/11/2013;315;2.017;2.334.507
24/11/2013;09:00;16;Palha total;0;79,9;4,761904762;16;19,4;289;969;0,956403;25/11/2013;304;1.962;469.480
24/11/2013;09:00;16;Palha total;15;79,9;4,761904762;16;19,4;289;969;0,956403;25/11/2013;219;2.094;1.644.603
24/11/2013;09:00;16;Palha total;30;79,9;4,761904762;16;19,4;289;969;0,956403;25/11/2013;303;2.016;2.776.176
24/11/2013;09:00;17;Palha total;0;79,0;4,761904762;16;19,4;289;969;0,956403;25/11/2013;361;2.113;498.324
24/11/2013;09:00;17;Palha total;15;79,0;4,761904762;16;19,4;289;969;0,956403;25/11/2013;275;2.048;1.615.867
24/11/2013;09:00;17;Palha total;30;79,0;4,761904762;16;19,4;289;969;0,956403;25/11/2013;284;2.048;2.703.796
24/11/2013;09:00;18;Palha total;0;84,2;4,761904762;16;19,4;289;969;0,956403;25/11/2013;280;2.067;389.119
24/11/2013;09:00;18;Palha total;15;84,2;4,761904762;16;19,4;289;969;0,956403;25/11/2013;292;2.200;1.466.432
24/11/2013;09:00;18;Palha total;30;84,2;4,761904762;16;19,4;289;969;0,956403;25/11/2013;344;2.084;2.663.428
24/11/2013;09:00;19;Palha total;0;84,8;4,761904762;16;19,4;289;969;0,956403;25/11/2013;257;2.048;2.502.621
24/11/2013;09:00;19;Palha total;15;84,8;4,761904762;16;19,4;289;969;0,956403;25/11/2013;309;1.988;447.181
24/11/2013;09:00;19;Palha total;30;84,8;4,761904762;16;19,4;289;969;0,956403;25/11/2013;266;1.991;1.807.250
24/11/2013;09:00;20;Palha total;0;83,4;4,761904762;16;19,4;289;969;0,956403;25/11/2013;331;2.083;3.234.355
24/11/2013;09:00;20;Palha total;15;83,4;4,761904762;16;19,4;289;969;0,956403;25/11/2013;266;2.071;393.952
24/11/2013;09:00;20;Palha total;30;83,4;4,761904762;16;19,4;289;969;0,956403;25/11/2013;305;2.114;2.703.796
25/11/2013;09:00;1;Sem palha;0;83,6;4,761904762;17;19,8;290;965;0,952455;26/11/2013;;;
25/11/2013;09:00;1;Sem palha;15;83,6;4,761904762;17;19,8;290;965;0,952455;26/11/2013;;;
25/11/2013;09:00;1;Sem palha;30;83,6;4,761904762;17;19,8;290;965;0,952455;26/11/2013;155.153;2.028;896.381
25/11/2013;09:00;2;Sem palha;0;86,2;4,761904762;17;19,8;290;965;0,952455;26/11/2013;120.246;2.105;447.601
25/11/2013;09:00;2;Sem palha;15;86,2;4,761904762;17;19,8;290;965;0,952455;26/11/2013;142.627;2.159;866.569
25/11/2013;09:00;2;Sem palha;30;86,2;4,761904762;17;19,8;290;965;0,952455;26/11/2013;;;
25/11/2013;09:00;3;Sem palha;0;85,8;4,761904762;17;19,8;290;965;0,952455;26/11/2013;118.035;2.070;384.069
25/11/2013;09:00;3;Sem palha;15;85,8;4,761904762;17;19,8;290;965;0,952455;26/11/2013;141.704;1.969;744.709
25/11/2013;09:00;3;Sem palha;30;85,8;4,761904762;17;19,8;290;965;0,952455;26/11/2013;162.356;2.147;1.297.405
25/11/2013;09:00;4;Sem palha;0;88,3;4,761904762;17;19,8;290;965;0,952455;26/11/2013;129.599;2.087;524.923
25/11/2013;09:00;4;Sem palha;15;88,3;4,761904762;17;19,8;290;965;0,952455;26/11/2013;235.202;2.028;983.825
25/11/2013;09:00;4;Sem palha;30;88,3;4,761904762;17;19,8;290;965;0,952455;26/11/2013;328.830;2.003;1.334.763
25/11/2013;09:00;5;Sem palha;0;84,0;4,761904762;17;19,8;290;965;0,952455;26/11/2013;127.844;2.101;485.640
25/11/2013;09:00;5;Sem palha;15;84,0;4,761904762;17;19,8;290;965;0,952455;26/11/2013;149.387;2.296;1.038.422
25/11/2013;09:00;5;Sem palha;30;84,0;4,761904762;17;19,8;290;965;0,952455;26/11/2013;182.549;2.138;1.546.194
25/11/2013;09:00;6;1/3 palha;0;89,9;4,761904762;17;19,8;290;965;0,952455;26/11/2013;116.820;2.097;486.590
25/11/2013;09:00;6;1/3 palha;15;89,9;4,761904762;17;19,8;290;965;0,952455;26/11/2013;142.745;2.205;837.202
25/11/2013;09:00;6;1/3 palha;30;89,9;4,761904762;17;19,8;290;965;0,952455;26/11/2013;145.733;2.081;1.116.638
25/11/2013;09:00;7;1/3 palha;0;85,9;4,761904762;17;19,8;290;965;0,952455;26/11/2013;112.042;1.995;515.274
25/11/2013;09:00;7;1/3 palha;15;85,9;4,761904762;17;19,8;290;965;0,952455;26/11/2013;222.023;2.117;977.628
25/11/2013;09:00;7;1/3 palha;30;85,9;4,761904762;17;19,8;290;965;0,952455;26/11/2013;326.511;2.019;1.396.586
25/11/2013;09:00;8;1/3 palha;0;88,6;4,761904762;17;19,8;290;965;0,952455;26/11/2013;108.366;2.105;461.534
25/11/2013;09:00;8;1/3 palha;15;88,6;4,761904762;17;19,8;290;965;0,952455;26/11/2013;128.304;2.072;805.693
25/11/2013;09:00;8;1/3 palha;30;88,6;4,761904762;17;19,8;290;965;0,952455;26/11/2013;128.535;2.115;1.141.760
25/11/2013;09:00;9;1/3 palha;0;84,1;4,761904762;17;19,8;290;965;0,952455;26/11/2013;120.423;2.236;530.016
25/11/2013;09:00;9;1/3 palha;15;84,1;4,761904762;17;19,8;290;965;0,952455;26/11/2013;125.326;2.032;1.099.974
25/11/2013;09:00;9;1/3 palha;30;84,1;4,761904762;17;19,8;290;965;0,952455;26/11/2013;146.545;2.026;1.549.944
25/11/2013;09:00;10;1/3 palha;0;84,1;4,761904762;17;19,8;290;965;0,952455;26/11/2013;111.258;3.812;471.964
25/11/2013;09:00;10;1/3 palha;15;84,1;4,761904762;17;19,8;290;965;0,952455;26/11/2013;180.667;3.985;940.071
25/11/2013;09:00;10;1/3 palha;30;84,1;4,761904762;17;19,8;290;965;0,952455;26/11/2013;238.628;3.390;1.352.883
25/11/2013;09:00;11;2/3 palha;0;83,4;4,761904762;17;19,8;290;965;0,952455;26/11/2013;104.770;1.902;515.794
25/11/2013;09:00;11;2/3 palha;15;83,4;4,761904762;17;19,8;290;965;0,952455;26/11/2013;136.566;2.028;992.772
25/11/2013;09:00;11;2/3 palha;30;83,4;4,761904762;17;19,8;290;965;0,952455;26/11/2013;168.692;2.110;1.433.890
25/11/2013;09:00;12;2/3 palha;0;79,8;4,761904762;17;19,8;290;965;0,952455;26/11/2013;110.891;2.076;425.887
25/11/2013;09:00;12;2/3 palha;15;79,8;4,761904762;17;19,8;290;965;0,952455;26/11/2013;123.195;2.232;809.799
25/11/2013;09:00;12;2/3 palha;30;79,8;4,761904762;17;19,8;290;965;0,952455;26/11/2013;142.662;2.170;1.291.088
25/11/2013;09:00;13;2/3 palha;0;84,1;4,761904762;17;19,8;290;965;0,952455;26/11/2013;115.607;2.175;463.281
25/11/2013;09:00;13;2/3 palha;15;84,1;4,761904762;17;19,8;290;965;0,952455;26/11/2013;167.958;2.247;834.548
25/11/2013;09:00;13;2/3 palha;30;84,1;4,761904762;17;19,8;290;965;0,952455;26/11/2013;227.483;2.101;1.348.356
25/11/2013;09:00;14;2/3 palha;0;91,8;4,761904762;17;19,8;290;965;0,952455;26/11/2013;115.772;2.036;446.105
25/11/2013;09:00;14;2/3 palha;15;91,8;4,761904762;17;19,8;290;965;0,952455;26/11/2013;164.204;2.068;981.324
25/11/2013;09:00;14;2/3 palha;30;91,8;4,761904762;17;19,8;290;965;0,952455;26/11/2013;211.950;2.036;1.487.171
25/11/2013;09:00;15;2/3 palha;0;84,1;4,761904762;17;19,8;290;965;0,952455;26/11/2013;106.642;2.039;412.243
25/11/2013;09:00;15;2/3 palha;15;84,1;4,761904762;17;19,8;290;965;0,952455;26/11/2013;140.262;2.164;733.302
25/11/2013;09:00;15;2/3 palha;30;84,1;4,761904762;17;19,8;290;965;0,952455;26/11/2013;;;
25/11/2013;09:00;16;Palha total;0;79,9;4,761904762;17;19,8;290;965;0,952455;26/11/2013;;;
25/11/2013;09:00;16;Palha total;15;79,9;4,761904762;17;19,8;290;965;0,952455;26/11/2013;190.858;2.049;698.962
25/11/2013;09:00;16;Palha total;30;79,9;4,761904762;17;19,8;290;965;0,952455;26/11/2013;253.764;2.109;933.012
25/11/2013;09:00;17;Palha total;0;79,0;4,761904762;17;19,8;290;965;0,952455;26/11/2013;108.330;2.008;516.530
25/11/2013;09:00;17;Palha total;15;79,0;4,761904762;17;19,8;290;965;0,952455;26/11/2013;152.671;2.197;934.908
25/11/2013;09:00;17;Palha total;30;79,0;4,761904762;17;19,8;290;965;0,952455;26/11/2013;176.833;2.013;1.240.406
25/11/2013;09:00;18;Palha total;0;84,2;4,761904762;17;19,8;290;965;0,952455;26/11/2013;101.091;2.109;383.335
25/11/2013;09:00;18;Palha total;15;84,2;4,761904762;17;19,8;290;965;0,952455;26/11/2013;174.992;2.105;827.550
25/11/2013;09:00;18;Palha total;30;84,2;4,761904762;17;19,8;290;965;0,952455;26/11/2013;291.833;1.933;1.478.396
25/11/2013;09:00;19;Palha total;0;84,8;4,761904762;17;19,8;290;965;0,952455;26/11/2013;113.184;2.064;427.791
25/11/2013;09:00;19;Palha total;15;84,8;4,761904762;17;19,8;290;965;0,952455;26/11/2013;119.840;2.096;697.338
25/11/2013;09:00;19;Palha total;30;84,8;4,761904762;17;19,8;290;965;0,952455;26/11/2013;156.670;2.100;1.243.269
25/11/2013;09:00;20;Palha total;0;83,4;4,761904762;17;19,8;290;965;0,952455;26/11/2013;120.243;1.986;432.076
25/11/2013;09:00;20;Palha total;15;83,4;4,761904762;17;19,8;290;965;0,952455;26/11/2013;142.483;2.116;808.147
25/11/2013;09:00;20;Palha total;30;83,4;4,761904762;17;19,8;290;965;0,952455;26/11/2013;144.826;1.982;919.109
26/11/2013;09:00;1;Sem palha;0;83,6;4,761904762;17;19,4;290;965;0,952455;27/11/2013;108.010;2.121;406.547
26/11/2013;09:00;1;Sem palha;15;83,6;4,761904762;17;19,4;290;965;0,952455;27/11/2013;129.850;1.943;853.340
26/11/2013;09:00;1;Sem palha;30;83,6;4,761904762;17;19,4;290;965;0,952455;27/11/2013;147.763;1.998;1.258.845
26/11/2013;09:00;2;Sem palha;0;86,2;4,761904762;17;19,4;290;965;0,952455;27/11/2013;110.920;2.076;426.407
26/11/2013;09:00;2;Sem palha;15;86,2;4,761904762;17;19,4;290;965;0,952455;27/11/2013;167.625;2.008;992.500
26/11/2013;09:00;2;Sem palha;30;86,2;4,761904762;17;19,4;290;965;0,952455;27/11/2013;223.974;2.107;1.491.633
26/11/2013;09:00;3;Sem palha;0;85,8;4,761904762;17;19,4;290;965;0,952455;27/11/2013;107.880;1.885;409.360
26/11/2013;09:00;3;Sem palha;15;85,8;4,761904762;17;19,4;290;965;0,952455;27/11/2013;136.077;1.967;933.380
26/11/2013;09:00;3;Sem palha;30;85,8;4,761904762;17;19,4;290;965;0,952455;27/11/2013;168.180;1.976;1.487.269
26/11/2013;09:00;4;Sem palha;0;88,3;4,761904762;17;19,4;290;965;0,952455;27/11/2013;104.458;1.978;442.146
26/11/2013;09:00;4;Sem palha;15;88,3;4,761904762;17;19,4;290;965;0,952455;27/11/2013;191.155;1.898;775.409
26/11/2013;09:00;4;Sem palha;30;88,3;4,761904762;17;19,4;290;965;0,952455;27/11/2013;257.581;1.886;1.026.209
26/11/2013;09:00;5;Sem palha;0;84,0;4,761904762;17;19,4;290;965;0,952455;27/11/2013;106.562;1.964;408.769
26/11/2013;09:00;5;Sem palha;15;84,0;4,761904762;17;19,4;290;965;0,952455;27/11/2013;154.964;1.977;992.913
26/11/2013;09:00;5;Sem palha;30;84,0;4,761904762;17;19,4;290;965;0,952455;27/11/2013;203.634;1.905;1.557.210
26/11/2013;09:00;6;1/3 palha;0;89,9;4,761904762;17;19,4;290;965;0,952455;27/11/2013;98.946;1.926;433.180
26/11/2013;09:00;6;1/3 palha;15;89,9;4,761904762;17;19,4;290;965;0,952455;27/11/2013;147.287;2.003;1.109.317
26/11/2013;09:00;6;1/3 palha;30;89,9;4,761904762;17;19,4;290;965;0,952455;27/11/2013;182.994;1.859;2.101.340
26/11/2013;09:00;7;1/3 palha;0;85,9;4,761904762;17;19,4;290;965;0,952455;27/11/2013;111.405;2.151;463.520
26/11/2013;09:00;7;1/3 palha;15;85,9;4,761904762;17;19,4;290;965;0,952455;27/11/2013;200.352;1.980;990.679
26/11/2013;09:00;7;1/3 palha;30;85,9;4,761904762;17;19,4;290;965;0,952455;27/11/2013;306.860;2.192;1.592.479
26/11/2013;09:00;8;1/3 palha;0;88,6;4,761904762;17;19,4;290;965;0,952455;27/11/2013;106.258;2.157;465.720
26/11/2013;09:00;8;1/3 palha;15;88,6;4,761904762;17;19,4;290;965;0,952455;27/11/2013;122.469;2.085;997.316
26/11/2013;09:00;8;1/3 palha;30;88,6;4,761904762;17;19,4;290;965;0,952455;27/11/2013;145.278;2.130;1.568.319
26/11/2013;09:00;9;1/3 palha;0;84,1;4,761904762;17;19,4;290;965;0,952455;27/11/2013;106.132;2.153;468.783
26/11/2013;09:00;9;1/3 palha;15;84,1;4,761904762;17;19,4;290;965;0,952455;27/11/2013;138.831;2.036;993.390
26/11/2013;09:00;9;1/3 palha;30;84,1;4,761904762;17;19,4;290;965;0,952455;27/11/2013;162.763;1.985;1.553.233
26/11/2013;09:00;10;1/3 palha;0;84,1;4,761904762;17;19,4;290;965;0,952455;27/11/2013;94.189;2.011;410.813
26/11/2013;09:00;10;1/3 palha;15;84,1;4,761904762;17;19,4;290;965;0,952455;27/11/2013;121.269;2.082;800.279
26/11/2013;09:00;10;1/3 palha;30;84,1;4,761904762;17;19,4;290;965;0,952455;27/11/2013;134.351;1.966;1.019.809
26/11/2013;09:00;11;2/3 palha;0;83,4;4,761904762;17;19,4;290;965;0,952455;27/11/2013;110.031;1.989;391.944
26/11/2013;09:00;11;2/3 palha;15;83,4;4,761904762;17;19,4;290;965;0,952455;27/11/2013;185.604;1.920;910.201
26/11/2013;09:00;11;2/3 palha;30;83,4;4,761904762;17;19,4;290;965;0,952455;27/11/2013;281.859;2.005;1.412.311
26/11/2013;09:00;12;2/3 palha;0;79,8;4,761904762;17;19,4;290;965;0,952455;27/11/2013;112.373;2.018;389.397
26/11/2013;09:00;12;2/3 palha;15;79,8;4,761904762;17;19,4;290;965;0,952455;27/11/2013;195.309;1.913;869.549
26/11/2013;09:00;12;2/3 palha;30;79,8;4,761904762;17;19,4;290;965;0,952455;27/11/2013;275.307;1.983;1.333.576
26/11/2013;09:00;13;2/3 palha;0;84,1;4,761904762;17;19,4;290;965;0,952455;27/11/2013;115.728;1.924;358.000
26/11/2013;09:00;13;2/3 palha;15;84,1;4,761904762;17;19,4;290;965;0,952455;27/11/2013;;;
26/11/2013;09:00;13;2/3 palha;30;84,1;4,761904762;17;19,4;290;965;0,952455;27/11/2013;376.391;1.907;1.794.896
26/11/2013;09:00;14;2/3 palha;0;91,8;4,761904762;17;19,4;290;965;0,952455;27/11/2013;117.027;2.056;395.331
26/11/2013;09:00;14;2/3 palha;15;91,8;4,761904762;17;19,4;290;965;0,952455;27/11/2013;142.403;1.975;890.437
26/11/2013;09:00;14;2/3 palha;30;91,8;4,761904762;17;19,4;290;965;0,952455;27/11/2013;173.573;1.890;1.459.099
26/11/2013;09:00;15;2/3 palha;0;84,1;4,761904762;17;19,4;290;965;0,952455;27/11/2013;115.083;2.068;402.943
26/11/2013;09:00;15;2/3 palha;15;84,1;4,761904762;17;19,4;290;965;0,952455;27/11/2013;149.177;2.091;869.560
26/11/2013;09:00;15;2/3 palha;30;84,1;4,761904762;17;19,4;290;965;0,952455;27/11/2013;177.589;2.002;1.216.681
26/11/2013;09:00;16;Palha total;0;79,9;4,761904762;17;19,4;290;965;0,952455;27/11/2013;129.217;1.924;399.394
26/11/2013;09:00;16;Palha total;15;79,9;4,761904762;17;19,4;290;965;0,952455;27/11/2013;160.442;2.080;798.847
26/11/2013;09:00;16;Palha total;30;79,9;4,761904762;17;19,4;290;965;0,952455;27/11/2013;182.078;2.087;1.092.088
26/11/2013;09:00;17;Palha total;0;79,0;4,761904762;17;19,4;290;965;0,952455;27/11/2013;113.739;2.003;374.768
26/11/2013;09:00;17;Palha total;15;79,0;4,761904762;17;19,4;290;965;0,952455;27/11/2013;140.303;1.903;902.822
26/11/2013;09:00;17;Palha total;30;79,0;4,761904762;17;19,4;290;965;0,952455;27/11/2013;152.856;2.115;1.346.974
26/11/2013;09:00;18;Palha total;0;84,2;4,761904762;17;19,4;290;965;0,952455;27/11/2013;120.910;1.979;365.117
26/11/2013;09:00;18;Palha total;15;84,2;4,761904762;17;19,4;290;965;0,952455;27/11/2013;208.145;2.078;890.613
26/11/2013;09:00;18;Palha total;30;84,2;4,761904762;17;19,4;290;965;0,952455;27/11/2013;251.950;1.933;1.176.568
26/11/2013;09:00;19;Palha total;0;84,8;4,761904762;17;19,4;290;965;0,952455;27/11/2013;130.082;2.074;408.460
26/11/2013;09:00;19;Palha total;15;84,8;4,761904762;17;19,4;290;965;0,952455;27/11/2013;218.321;1.973;1.061.018
26/11/2013;09:00;19;Palha total;30;84,8;4,761904762;17;19,4;290;965;0,952455;27/11/2013;324.920;1.908;1.804.323
26/11/2013;09:00;20;Palha total;0;83,4;4,761904762;17;19,4;290;965;0,952455;27/11/2013;132.515;1.984;376.074
26/11/2013;09:00;20;Palha total;15;83,4;4,761904762;17;19,4;290;965;0,952455;27/11/2013;136.621;1.944;717.292
26/11/2013;09:00;20;Palha total;30;83,4;4,761904762;17;19,4;290;965;0,952455;27/11/2013;166.561;1.993;1.156.247
27/11/2013;09:00;1;Sem palha;0;83,6;4,761904762;17;19,8;290;965;0,952455;27/11/2013;;;
27/11/2013;09:00;1;Sem palha;15;83,6;4,761904762;17;19,8;290;966;0,953442;27/11/2013;155.153;2.028;896.381
27/11/2013;09:00;1;Sem palha;30;83,6;4,761904762;17;19,8;290;966;0,953442;27/11/2013;;;
27/11/2013;09:00;2;Sem palha;0;86,2;4,761904762;17;19,8;290;966;0,953442;27/11/2013;120.246;2.105;447.601
27/11/2013;09:00;2;Sem palha;15;86,2;4,761904762;17;19,8;290;966;0,953442;27/11/2013;;;
27/11/2013;09:00;2;Sem palha;30;86,2;4,761904762;17;19,8;290;966;0,953442;27/11/2013;142.627;2.159;866.569
27/11/2013;09:00;3;Sem palha;0;85,8;4,761904762;17;19,8;290;966;0,953442;27/11/2013;118.035;2.070;384.069
27/11/2013;09:00;3;Sem palha;15;85,8;4,761904762;17;19,8;290;966;0,953442;27/11/2013;141.704;1.969;744.709
27/11/2013;09:00;3;Sem palha;30;85,8;4,761904762;17;19,8;290;966;0,953442;27/11/2013;162.356;2.147;1.297.405
27/11/2013;09:00;4;Sem palha;0;88,3;4,761904762;17;19,8;290;966;0,953442;27/11/2013;129.599;2.087;524.923
27/11/2013;09:00;4;Sem palha;15;88,3;4,761904762;17;19,8;290;966;0,953442;27/11/2013;235.202;2.028;983.825
27/11/2013;09:00;4;Sem palha;30;88,3;4,761904762;17;19,8;290;966;0,953442;27/11/2013;328.830;2.003;1.334.763
27/11/2013;09:00;5;Sem palha;0;84,0;4,761904762;17;19,8;290;966;0,953442;27/11/2013;127.844;2.101;485.640
27/11/2013;09:00;5;Sem palha;15;84,0;4,761904762;17;19,8;290;966;0,953442;27/11/2013;149.387;2.296;1.038.422
27/11/2013;09:00;5;Sem palha;30;84,0;4,761904762;17;19,8;290;966;0,953442;27/11/2013;182.549;2.138;1.546.194
27/11/2013;09:00;6;1/3 palha;0;89,9;4,761904762;17;19,8;290;966;0,953442;27/11/2013;116.820;2.097;486.590
27/11/2013;09:00;6;1/3 palha;15;89,9;4,761904762;17;19,8;290;966;0,953442;27/11/2013;142.745;2.205;837.202
27/11/2013;09:00;6;1/3 palha;30;89,9;4,761904762;17;19,8;290;966;0,953442;27/11/2013;145.733;2.081;1.116.638
27/11/2013;09:00;7;1/3 palha;0;85,9;4,761904762;17;19,8;290;966;0,953442;27/11/2013;112.042;1.995;515.274
27/11/2013;09:00;7;1/3 palha;15;85,9;4,761904762;17;19,8;290;966;0,953442;27/11/2013;222.023;2.117;977.628
27/11/2013;09:00;7;1/3 palha;30;85,9;4,761904762;17;19,8;290;966;0,953442;27/11/2013;326.511;2.019;1.396.586
27/11/2013;09:00;8;1/3 palha;0;88,6;4,761904762;17;19,8;290;966;0,953442;27/11/2013;108.366;2.105;461.534
27/11/2013;09:00;8;1/3 palha;15;88,6;4,761904762;17;19,8;290;966;0,953442;27/11/2013;128.304;2.072;805.693
27/11/2013;09:00;8;1/3 palha;30;88,6;4,761904762;17;19,8;290;966;0,953442;27/11/2013;128.535;2.115;1.141.760
27/11/2013;09:00;9;1/3 palha;0;84,1;4,761904762;17;19,8;290;966;0,953442;27/11/2013;120.423;2.236;530.016
27/11/2013;09:00;9;1/3 palha;15;84,1;4,761904762;17;19,8;290;966;0,953442;27/11/2013;125.326;2.032;1.099.974
27/11/2013;09:00;9;1/3 palha;30;84,1;4,761904762;17;19,8;290;966;0,953442;27/11/2013;146.545;2.026;1.549.944
27/11/2013;09:00;10;1/3 palha;0;84,1;4,761904762;17;19,8;290;966;0,953442;27/11/2013;111.258;3.812;471.964
27/11/2013;09:00;10;1/3 palha;15;84,1;4,761904762;17;19,8;290;966;0,953442;27/11/2013;180.667;3.985;940.071
27/11/2013;09:00;10;1/3 palha;30;84,1;4,761904762;17;19,8;290;966;0,953442;27/11/2013;238.628;3.390;1.352.883
27/11/2013;09:00;11;2/3 palha;0;83,4;4,761904762;17;19,8;290;966;0,953442;27/11/2013;104.770;1.902;515.794
